지정상품(국문),NICE분류,유사군코드,지정상품(영문)
비알코올성 탄산음료,32,G0503,"carbonated beverages, non-alcoholic"
비알코올성 펀치,32,G0503,non-alcoholic punch
비탄산 청량음료,32,G0503,non-carbonated soft drinks
사과주스,32,G0503,apple juice
쌀을 주원료로 하는 음료(우유대용품은 제외),32,G0503,"rice-based beverages, other than milk substitutes"
아이스 과일음료,32,G0503,iced fruit beverages
알로에베라 주스,32,G0503,aloe vera juices
오렌지 스쿼시,32,G0503,orange squash
음료 제조용 라임주스,32,G0503,lime juice for use in the preparation of beverages
음료 제조용 레몬주스,32,G0503,lemon juice for use in the preparation of beverages
저칼로리 청량음료,32,G0503,low calorie soft drinks
차향 과일청량음료,32,G0503,fruit-based soft drinks flavored with tea
차향 청량음료,32,G0503,soft drinks flavored with tea
채소 스무디,32,G0503,vegetable smoothies
커피맛 청량음료,32,G0503,coffee-flavored soft drinks
커피향을 첨가한 비알코올성 음료,32,G0503,non-alcoholic beverages flavoured with coffee
코코넛 음료,32,G0503,coconut-based beverages
콜라(청량음료),32,G0503,colas [soft drinks]
냉동과일음료,32,G0503,frozen fruit-based drinks
냉동과일음료,32,G0503,frozen fruit-based beverages
냉동과일음료,32,G0503,frozen fruit drinks
스포츠음료,32,G0503,sports drinks
딸기음료,32,G0503,strawberry drinks
딸기주스,32,G0503,strawberry juices
채소 또는 과실 가공음료,32,G0503,vegetable-based beverages and fruit-based beverages
비타민음료,32,G0503,vitamin enriched water [beverages]
비타민이 함유된 혼합음료,32,G0503,vitamin flavoured drink mixes
비타민이 함유된 음료,32,G0503,drinking water with vitamins
유장(乳漿) 음료,32,G0503,whey beverages
유자주스,32,G0503,yuzu juice beverages
당근주스,32,G0503,carrot juices
토마토주스음료,32,G0503,tomato juice beverages
채소주스음료,32,G0503,vegetable juices [beverages]
음료용 사르사파릴라,32,G0503,sarsaparilla [non-alcoholic beverage]
오미자주스,32,G0503,schisandra juices
셀처탄산수,32,G0503,seltzer water
음료용 셔벗,32,G0503,sherbets [beverages]
오가피음료,32,G0503,siberian ginseng drinks
오가피주스,32,G0503,siberian ginseng juices
스무디,32,G0503,smoothies
소다음료,32,G0503,soda drinks
사이다,32,G0503,soda pop
소다수,32,G0503,soda water
청량음료,32,G0503,soft drinks
콩을 주원료로 하는 음료(우유대용품은 제외),32,G0503,soya based beverage (other than milk substitutes)
콩음료,32,G0503,soya-based beverages
발포성 주스를 주성분으로 하는 음료,32,G0503,sparkling juice based beverages
전해질이 함유된 스포츠음료,32,G0503,sports drinks containing electrolytes
라임에이드,32,G0503,limeade
스쿼시(비알코올성 음료),32,G0503,squashes [non-alcoholic beverages]
과일음료,32,G0503,fruit-based beverages
과일맛음료,32,G0503,fruit-flavored beverages
숙취해소용 기능성음료,32,G0503,"functional beverages against hangover, not for medical purposes"
마늘음료,32,G0503,garlic drinks
천마음료,32,G0503,gastrodia drinks
오디주스,32,G0503,mulberry ginseng juices
버섯음료,32,G0503,mushroom drinks
니코틴산아미드함유 혼합음료,32,G0503,nicotine acid amide drink mixes
비탄산 아세로라 체리음료,32,G0503,non-aerated acerola cherry drinks
비탄산 칼슘 강화음료,32,G0503,non-aerated calcium-fortified beverages
비탄산 포도음료,32,G0503,non-aerated grape drinks
비탄산 레몬음료,32,G0503,non-aerated lemon drinks
비탄산 레몬 라임음료,32,G0503,non-aerated lemon lime drinks
비탄산 라임음료,32,G0503,non-aerated lime drinks
비탄산 탄제린 오렌지음료,32,G0503,non-aerated tangerine orange drinks
비알코올성 음료,32,G0503,non-alcoholic beverages
과일주스를 함유한 무알코올 음료,32,G0503,non-alcoholic beverages containing fruit juices
차향(茶香)을 첨가한 비알코올성 음료,32,G0503,non-alcoholic beverages with tea flavor
수정과,32,G0503,non-alcoholic cinnamon punch with dried persimmon (Sujeonggwa)
비알코올성 칵테일음료,32,G0503,non-alcoholic cocktail mixes
비알코올성 코디얼,32,G0503,non-alcoholic cordials
비알코올성 과일주스음료,32,G0503,non-alcoholic fruit juice beverages
비알코올성 인삼넥타,32,G0503,non-alcoholic ginseng nectar
꿀을 주성분으로 하는 비알코올음료,32,G0503,non-alcoholic honey-based beverages
비알코올성 홍삼넥타,32,G0503,non-alcoholic red ginseng nectar
식혜,32,G0503,non-alcoholic rice punch (Sikhye)
노니주스,32,G0503,noni juices
양파주스,32,G0503,onion juices
오렌지음료,32,G0503,orange drinks
오렌지주스,32,G0503,orange juice
유기산음료(구연산음료),32,G0503,organic acid drinks (citric acid drinks)
토닉워터,32,G0503,tonic water
키위주스,32,G0503,kiwi juices
레몬스쿼시,32,G0503,lemon squash
레몬수,32,G0503,lemon water
레모네이드,32,G0503,lemonades
액상 음료믹스,32,G0503,concentrates and syrups used in the preparation of soft drinks
용안육음료,32,G0503,longan drinks
밀감수,32,G0503,mandarin orange juices
망고주스,32,G0503,mango juices
혼합과일주스,32,G0503,mixed fruit juice
오디음료,32,G0503,mulberry ginseng drinks
복숭아음료,32,G0503,peach drinks
복숭아주스,32,G0503,peach juices
배음료,32,G0503,pear drinks
배주스,32,G0503,pear juices
파인애플주스,32,G0503,pineapple juice beverages
매실음료,32,G0503,plum drinks
매실주스,32,G0503,plum juices
석류음료,32,G0503,pomegranate drinks
석류주스,32,G0503,pomegranate juices
라무네(일본식 사이다),32,G0503,ramune (Japanese soda pops)
복분자음료,32,G0503,raspberry drinks
복분자주스,32,G0503,raspberry juices
홍삼음료,32,G0503,red ginseng drinks
홍삼주스(음료),32,G0503,red ginseng juices (beverages)
감주(음료),32,G0503,rice nectar (beverages)
함초음료,32,G0503,beverages containing salicomia
오미자음료,32,G0503,schisandra drinks
과실농축음료,32,G0503,concentrated fruit juice
알코올성분을 제거한 와인,32,G0503,de-alcoholized wines
식이섬유음료,32,G0503,non-alcoholic beverages fortified with dietary fiber
에너지음료,32,G0503,energy drinks
냉동탄산음료,32,G0503,frozen carbonated beverages
냉동과일음료,32,G0503,frozen fruit beverages
과실음료 및 과실주스,32,G0503,fruit beverages and fruit juices
과즙혼합음료,32,G0503,fruit drink mixes
과즙음료,32,G0503,fruit drinks
과일음료 및 과일주스,32,G0503,fruit drinks and fruit juices
과실음료 및 주스,32,G0503,fruit drinks and juices
과일향 음료,32,G0503,fruit flavored drinks
과일향 탄산음료,32,G0503,fruit flavoured carbonated drinks
과일주스,32,G0503,fruit juice
과일주스 농축음료,32,G0503,fruit juice concentrates
과일주스 및 과일음료,32,G0503,fruit juices and fruit drinks
과일 넥타,32,G0503,fruit nectars
탄산 과일주스,32,G0503,aerated fruit juices
탄산광천수,32,G0503,aerated mineral waters
탄산수,32,G0503,aerated water
비알코올성 아페리티프,32,G0503,alcohol free aperitifs
비알코올성 와인,32,G0503,alcohol free wine
알로에 주스음료,32,G0503,aloe juice beverages
알로에주스,32,G0503,aloe juices
음료용 알로에주스,32,G0503,aloe juices for beverages
아미노산 함유 음료,32,G0503,drinks containing amino acid
살구음료,32,G0503,apricot drinks
살구주스,32,G0503,apricot juices
보리음료,32,G0503,barley-based beverages
숙취방지음료,32,G0503,"non-alcoholic beverages for prevention of hangover, not for medical purposes"
블루베리주스,32,G0503,blueberry juices
구기자음료,32,G0503,boxthorn drinks
현미음료,32,G0503,brown rice beverages
현미주스,32,G0503,brown rice juices
체리주스,32,G0503,cherry juices
구연산 함유 혼합음료,32,G0503,citric acid drink mixes
감귤주스,32,G0503,citrus juices
코코넛주스,32,G0503,coconut juices
콜라,32,G0503,cola
콜라음료,32,G0503,cola drinks
진저에일,32,G0503,ginger ale
진저비어,32,G0503,ginger beer
생강음료,32,G0503,ginger beverages
인삼주스(음료),32,G0503,ginseng juices (beverages)
인삼넥타,32,G0503,ginseng nectar
포도음료,32,G0503,grape drinks
포도주스,32,G0503,grape juice
자몽주스,32,G0503,grapefruit juices
과라나음료,32,G0503,guarana drinks
구아바주스,32,G0503,guava juice
허브음료,32,G0503,herb drinks
아이소토닉음료,32,G0503,isotonic beverages
아이소토닉 비알코올성 음료,32,G0503,isotonic non-alcoholic drinks
대추음료,32,G0503,jujube drinks
대추주스,32,G0503,jujube juices
케일진액 함유음료,32,G0503,kale extract containing beverages
비알코올 칵테일음료,32,G0503,non-alcoholic cocktails
비알코올성 과일넥타,32,G0503,non-alcoholic fruit nectars
비알코올성 아페리티프,32,G0503,non-alcoholic aperitifs
비알코올성 알로에베라음료,32,G0503,non-alcoholic aloe vera drinks
사과주스(음료),32,G0503,apple juice beverages
음료용 배즙,32,"G0503,G0290",pear infusions for beverages
음료용 분말,32,"G0503,G0290",powders used in the preparation of non-alcoholic drinks
발포성 음료용 분말,32,"G0503,G0290",powders for effervescing beverages
과일음료제제용 분말,32,"G0503,G0290",powders used in the preparation of fruit-based beverages
탄산수 제조제,32,"G0503,G0290",preparations for making aerated water
비알코올성 음료 제조용 제제,32,"G0503,G0290",preparations for making non-alcoholic beverages
발포성 음료용 재료,32,"G0503,G0290",preparations for making effervescent beverages
음료 제조용 과일 퓌레,32,"G0503,G0290",fruit purees for making beverages
음료용 홍삼진액,32,"G0503,G0290",red ginseng extracts for beverages
음료용 홍삼 분말,32,"G0503,G0290",red ginseng powders for beverages
음료용 홍삼시럽,32,"G0503,G0290",red ginseng syrups for beverages
과일음료 제조용 농축액,32,"G0503,G0290",concentrates for making fruit drinks
과일주스 제조용 농축액,32,"G0503,G0290",concentrates for making fruit juices
음료용 녹용진액,32,"G0503,G0290",deer antler extracts for beverages
음료 제조용 비알코올성 에센스,32,"G0503,G0290",non-alcoholic essences for making beverages
비알코올성 음료 제조용 에센스(에센셜오일은 제외),32,"G0503,G0290",essences for making non-alcoholic beverages [not in the nature of essential oils]
차음료 제조용 향미시럽,32,"G0503,G0290",flavoring syrups for making tea beverages
음료용 과실액(果實液),32,"G0503,G0290",fruit extracts for beverages
음료용 알로에즙,32,"G0503,G0290",aloe extracts for beverages
음료용 알로에베라즙,32,"G0503,G0290",aloe vera extracts for beverages
음료용 칡즙,32,"G0503,G0290",arrowroot extracts for beverages
음료용 흑삼진액,32,"G0503,G0290",black ginseng extracts for beverages
음료용 흑삼 분말,32,"G0503,G0290",black ginseng powder for beverages
콜라시럽,32,"G0503,G0290",cola syrup
청량음료 제조용 농축액,32,"G0503,G0290",concentrates used in the preparation of soft drinks
음료용 인삼진액,32,"G0503,G0290",ginseng extracts for beverages
음료용 인삼 분말,32,"G0503,G0290",ginseng powders for beverages
홍삼시럽,32,"G0503,G0290",red ginseng syrups for making non-alcoholic beverages
음료용 포도즙,32,"G0503,G0290",grape extracts for beverages
청량음료 제조용 시럽,32,"G0503,G0290",syrups used in the preparation of soft drinks
탄산수 제조제,32,"G0503,G0290",preparations for making carbonated water
비알코올성 음료 제조용 비알코올성 에센스(에센셜오일은 제외),32,"G0503,G0290","non-alcoholic essences for making non-alcoholic beverages, not in the nature of essential oils"
음료 제조용 시럽,32,"G0503,G0290",syrups for making beverages
음료 제조용 전분 기반 건조 혼합물,32,"G0503,G0290",starch-based dry mixes for beverage preparation
청량음료 제조용 농축액,32,"G0503,G0290",concentrates for making soft drinks
청량음료 제조용 분말,32,"G0503,G0290",powders for making soft drinks
스포츠음료 제조용 진액,32,"G0503,G0290",concentrates for use in the preparation of sports drinks
레몬에이드 제조용 시럽,32,"G0503,G0290",syrups for making lemonade
유장 음료 제조용 시럽,32,"G0503,G0290",syrups for making whey-based beverages
음료수 제조용 비알코올성 과일진액,32,"G0503,G0290",non-alcoholic fruit extracts used in the preparation of beverages
음료용 맥아 시럽,32,"G0503,G0290",malt syrup for beverages
청량음료 제조용 농축액/시럽 및 분말,32,"G0503,G0290","concentrates, syrups and powders used in the preparation of soft drinks"
청량음료 제조용 분말,32,"G0503,G0290",powders used in the preparation of soft drinks
청량음료 제조용 시럽,32,"G0503,G0290",syrups for making soft drinks
비알코올성 칵테일재료,32,"G0503,G0290","cocktail bases, non-alcoholic"
시럽 및 음료용 제제,32,"G0503,G0290",syrups and other preparations for making beverages
음료용 시럽,32,"G0503,G0290",syrups for beverages
레모네이드용 시럽,32,"G0503,G0290",syrups for lemonade
향이 가미된 광천수 제조용 시럽,32,"G0503,G0290",syrups for making flavoured mineral waters
과일향 음료 제조용 시럽,32,"G0503,G0290",syrups for making fruit-flavored drinks
비알코올성 음료 제조용 시럽,32,"G0503,G0290",syrups for making non-alcoholic beverages
음료용 야채즙,32,"G0503,G0290",vegetable extracts for beverages
비타민 함유 과실액,32,"G0503,G0290","vitamin-enriched fruit extracts, non-alcoholic"
비발효 포도액,32,"G0503,G0290",must
에너지음료 제조용 진액,32,"G0503,G0290",concentrates for use in the preparation of energy drinks
음료용 과실 분말,32,"G0503,G0290",powders for making fruit-based beverages
음료용 과실시럽,32,"G0503,G0290",fruit syrups for beverages
음료용 마늘진액,32,"G0503,G0290",garlic extracts for beverages
비알코올성 칵테일 주재료,32,"G0503,G0290",non-alcoholic cocktail bases
비알코올성 과일진액,32,"G0503,G0290",non-alcoholic fruit extracts
비알코올성 홍삼진액,32,"G0503,G0290",non-alcoholic red ginseng extracts
음료용 비알코올성 홍삼진액,32,"G0503,G0290",non-alcoholic red ginseng extracts for beverages
음료용 양파즙,32,"G0503,G0290",onion extracts for beverages
아몬드시럽,32,"G0503,G0290",orgeat
발포성 음료용 정제,32,"G0503,G0290",pastilles for effervescing beverages
비발효 포도액,32,"G0290,G0503","grape must, unfermented"
비발효 포도액,32,"G0290,G0503",unfermented grape must
비알코올성 사과즙,32,"G0290,G0503",non-alcoholic cider
음료용 조제품,32,"G0290,G0503",preparations for making beverages
광천수 및 탄산수,32,"G0503,G0504",mineral and aerated waters
식수,32,G0504,drinking water
비의료용 생수,32,G0504,bottled water (not for medical purposes)
해양심층수,32,G0504,processed sea water for drinking
심층수,32,G0504,water pumped from underground
음료용 심층수,32,G0504,water pumped from underground for making beverages
음료용 증류수,32,G0504,distilled drinking water
먹는 샘물,32,G0504,drinkable spring water
생수,32,G0504,waters [beverages]
식수,32,G0504,drinking waters
광천수 제조용 에센스(에센셜오일은 제외),32,G0504,essences for making flavoured mineral water [not in the nature of essential oils]
